,round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation,batch_size,dropout,epochs,first_neuron,kernel_initializer,last_activation,losses,optimizer
140,40,0.0009397527914369694,0.9986133575439453,0.9986168742179871,0.0011113397097896195,0.9984967112541199,0.9984428286552429,relu,128,0.0,40,22,normal,sigmoid,mean_squared_error,Nadam
141,10,0.037227068621464694,0.9871941208839417,0.9872056841850281,0.054175206362250934,0.9830793142318726,0.9831215143203735,relu,128,0.2,10,16,uniform,softmax,categorical_crossentropy,Adam
142,50,0.009062248226224793,0.9965742230415344,0.7528078556060791,0.014785434641457137,0.9944064021110535,0.7483590245246887,relu,128,0.2,50,22,normal,sigmoid,categorical_crossentropy,Adam
143,10,0.012731007281459738,0.9959216713905334,0.9958007335662842,0.016607865342904614,0.9945462346076965,0.9945831894874573,relu,30,0.1,10,40,uniform,softmax,categorical_crossentropy,adadelta
144,10,0.001437361150332989,0.9973899126052856,0.9973906874656677,0.002582605362943964,0.9954202175140381,0.9953456521034241,relu,30,0.2,10,28,normal,softmax,mean_squared_error,Nadam
145,50,,0.35676997900009155,,,0.3498811423778534,,elu,60,0.0,50,16,normal,sigmoid,categorical_crossentropy,Nadam
146,30,0.01801484488923145,0.9938009977340698,0.6882666945457458,0.018047242212054438,0.9942315816879272,0.7114841341972351,elu,128,0.0,30,10,normal,sigmoid,categorical_crossentropy,adadelta
147,10,0.02700922450880242,0.989559531211853,0.7624297738075256,0.034906204025648035,0.9874492883682251,0.7680939435958862,relu,128,0.2,10,28,normal,sigmoid,categorical_crossentropy,adadelta
148,30,0.006807283275416004,0.9975529909133911,0.997555136680603,0.008051491073621605,0.9976576566696167,0.997693657875061,elu,30,0.0,30,28,normal,softmax,categorical_crossentropy,adadelta
149,40,0.006617962140296733,0.9982871413230896,0.60539311170578,0.012471056426816661,0.9952453970909119,0.6207811236381531,relu,30,0.1,40,16,uniform,sigmoid,categorical_crossentropy,adadelta
150,10,0.005635875642275759,0.9982871413230896,0.6831405162811279,0.00945247549309663,0.9964340925216675,0.7017543911933899,relu,30,0.1,10,40,normal,sigmoid,categorical_crossentropy,Nadam
151,30,0.016482518091311658,0.9936378598213196,0.7770290374755859,0.02594582281165151,0.9911201000213623,0.7823346853256226,relu,128,0.2,30,22,uniform,sigmoid,categorical_crossentropy,adadelta
152,20,0.0061224813896670425,0.9982055425643921,0.9982096552848816,0.010298566829057368,0.9965389370918274,0.9965068101882935,relu,128,0.2,20,34,normal,softmax,categorical_crossentropy,Nadam
153,50,0.0018403614842779222,0.9967373609542847,0.9966157078742981,0.0019156889437037467,0.9966787695884705,0.996715784072876,elu,30,0.0,50,16,uniform,sigmoid,mean_squared_error,adadelta
154,40,0.009379161697118065,0.9969004988670349,0.7120130658149719,0.014200272650561197,0.9950007200241089,0.7268437147140503,relu,128,0.2,40,28,uniform,sigmoid,categorical_crossentropy,adadelta
155,60,0.007194907895544222,0.9976345896720886,0.9976825714111328,0.013045073584222598,0.9959796071052551,0.9959471821784973,elu,60,0.2,60,16,normal,softmax,categorical_crossentropy,adadelta
156,10,0.006315161138153262,0.9977161288261414,0.719486653804779,0.007963916554257003,0.9969235062599182,0.7430355548858643,elu,30,0.0,10,40,uniform,sigmoid,categorical_crossentropy,Nadam
157,50,0.0016276487364735677,0.9974714517593384,0.9974835515022278,0.0019425863490071431,0.9969235062599182,0.9970455765724182,elu,60,0.0,50,34,uniform,sigmoid,mean_squared_error,adadelta
158,40,,0.35676997900009155,,,0.3498811423778534,,elu,60,0.2,40,28,uniform,sigmoid,categorical_crossentropy,Adam
159,30,0.0013561591243430764,0.9971451759338379,0.9971473217010498,0.002212552109862855,0.995944619178772,0.9959990382194519,relu,30,0.2,30,16,uniform,softmax,mean_squared_error,Nadam
160,10,0.020813235383120715,0.9923328161239624,0.7003573775291443,0.025203782668379682,0.9913998246192932,0.7081618309020996,relu,60,0.1,10,34,normal,sigmoid,categorical_crossentropy,Adam
161,30,0.0010318124589801206,0.9985318183898926,0.9983733296394348,0.001489884032677508,0.9978324770927429,0.9977841377258301,relu,128,0.1,30,34,uniform,sigmoid,mean_squared_error,Nadam
162,10,0.005614263063591417,0.9898858070373535,0.9900287985801697,0.005752563381750189,0.9909802675247192,0.9907211065292358,elu,128,0.0,10,16,uniform,sigmoid,mean_squared_error,Nadam
163,60,0.003742005297576866,0.9990212321281433,0.9990234375,0.004157744405168127,0.9989511966705322,0.9989709258079529,elu,128,0.0,60,28,normal,softmax,categorical_crossentropy,Adam
164,20,0.004242573162695761,0.9920065402984619,0.9919772744178772,0.005433561348141677,0.9902111887931824,0.9902111291885376,relu,128,0.1,20,16,normal,softmax,mean_squared_error,adadelta
165,60,0.006302531720040333,0.9978792667388916,0.9978840947151184,0.009820245171322378,0.9969584941864014,0.996982753276825,elu,128,0.1,60,22,uniform,softmax,categorical_crossentropy,adadelta
166,50,0.0014237098001189784,0.9996737241744995,0.9996744990348816,0.0006987014265377938,0.9999650120735168,0.9999651312828064,relu,128,0.0,50,40,uniform,softmax,categorical_crossentropy,Nadam
167,60,,0.35676997900009155,,,0.3498811423778534,,elu,60,0.2,60,28,uniform,sigmoid,categorical_crossentropy,Adam
168,30,0.011474470707297714,0.9964926838874817,0.5919592380523682,0.012608268388723214,0.9962592720985413,0.6080958247184753,relu,128,0.0,30,28,normal,sigmoid,categorical_crossentropy,adadelta
169,30,0.002279995201037039,0.9969004988670349,0.9963559508323669,0.002652864370348174,0.9956299662590027,0.995582103729248,relu,128,0.0,30,16,normal,sigmoid,mean_squared_error,Nadam
170,40,0.015681116987157653,0.9945350885391235,0.9944709539413452,0.021491964083044005,0.9932876229286194,0.9932791590690613,elu,60,0.2,40,10,normal,softmax,categorical_crossentropy,adadelta
171,30,0.0001872298125527792,0.9999184608459473,0.999918520450592,0.00027697404738796224,0.9997552633285522,0.9997555017471313,relu,30,0.0,30,40,uniform,softmax,mean_squared_error,Adam
172,40,0.0013357858008378005,0.9996737241744995,0.9996740818023682,0.001325603452225135,0.9996504187583923,0.9996505975723267,relu,30,0.1,40,40,uniform,softmax,categorical_crossentropy,Nadam
173,30,0.011208797458566492,0.9964110851287842,0.6843740344047546,0.012676572556891716,0.9955251216888428,0.6853500008583069,elu,60,0.0,30,10,uniform,sigmoid,categorical_crossentropy,Adam
174,50,0.0042061276648795234,0.9912724494934082,0.9912819266319275,0.00601130406016182,0.9886029958724976,0.9886419177055359,relu,128,0.2,50,16,uniform,sigmoid,mean_squared_error,adadelta
175,40,0.0027624393558071934,0.9958401322364807,0.9956443905830383,0.0027410332471329716,0.9958747029304504,0.9955646395683289,relu,128,0.0,40,28,uniform,sigmoid,mean_squared_error,adadelta
176,30,0.004097165193159565,0.9926590323448181,0.9922975897789001,0.004694200320779619,0.9918543100357056,0.9916099309921265,elu,128,0.1,30,22,uniform,sigmoid,mean_squared_error,Adam
177,40,0.0003796322355201482,0.999347448348999,0.9993466734886169,0.0006264370562079775,0.9990211129188538,0.9989694952964783,relu,30,0.1,40,22,normal,sigmoid,mean_squared_error,Nadam
178,60,0.000166221310290299,0.999755322933197,0.9998369812965393,0.0005639593783644192,0.9989511966705322,0.9988497495651245,relu,30,0.2,60,40,normal,sigmoid,mean_squared_error,Nadam
179,40,0.002126522392693901,0.9973083138465881,0.9973546862602234,0.002358457589371711,0.9969235062599182,0.9968745112419128,elu,128,0.0,40,22,uniform,softmax,mean_squared_error,adadelta
180,50,0.005589867443101538,0.9980424046516418,0.5704619288444519,0.006059303333948443,0.9984967112541199,0.5719836354255676,relu,128,0.0,50,16,normal,sigmoid,categorical_crossentropy,Adam
181,50,0.005945975190050578,0.9978792667388916,0.8042916059494019,0.01310281443914761,0.9954552054405212,0.7908686399459839,relu,60,0.2,50,16,normal,sigmoid,categorical_crossentropy,Adam
182,10,0.006414489571132726,0.9889885783195496,0.9889404773712158,0.006443239418002333,0.990420937538147,0.9902682900428772,elu,128,0.0,10,40,normal,sigmoid,mean_squared_error,adadelta
183,50,0.0013303843684405149,0.9982055425643921,0.9982114434242249,0.0018646973593112377,0.9968885183334351,0.9969769716262817,elu,60,0.1,50,34,normal,softmax,mean_squared_error,adadelta
184,10,0.0050779293256327145,0.990456759929657,0.990513026714325,0.005593671227473604,0.9903160333633423,0.9904069900512695,elu,128,0.1,10,40,uniform,softmax,mean_squared_error,adadelta
185,50,0.010089845912831836,0.9963295459747314,0.9962970614433289,0.015273302420244453,0.9948958158493042,0.9949072599411011,elu,128,0.2,50,22,uniform,softmax,categorical_crossentropy,adadelta
186,20,0.013306928492467592,0.9946166276931763,0.7441745400428772,0.016360409195156987,0.9941616654396057,0.7444920539855957,elu,60,0.1,20,28,uniform,sigmoid,categorical_crossentropy,Adam
187,30,0.002532909178457002,0.9955954551696777,0.995770275592804,0.003926586584316451,0.9934624433517456,0.993355929851532,relu,60,0.2,30,22,normal,sigmoid,mean_squared_error,adadelta
188,40,0.02100394670205832,0.9914355874061584,0.9914082884788513,0.03466051901385778,0.9882534146308899,0.9882975816726685,relu,128,0.2,40,10,normal,softmax,categorical_crossentropy,adadelta
189,30,0.0014345980079565046,0.9981240034103394,0.9981282353401184,0.001730904082796057,0.9975178241729736,0.997553288936615,elu,128,0.0,30,40,normal,softmax,mean_squared_error,Adam
190,40,0.004519440850297358,0.9915171265602112,0.9910571575164795,0.005248372992218293,0.9914347529411316,0.990963339805603,elu,60,0.2,40,10,uniform,sigmoid,mean_squared_error,adadelta
191,40,0.0056140596678840365,0.9977161288261414,0.7566310167312622,0.005866660061086776,0.9976576566696167,0.7203618288040161,relu,30,0.1,40,22,normal,sigmoid,categorical_crossentropy,Adam
192,40,0.0007727281618001042,0.9986949563026428,0.9986559748649597,0.0013621162026216434,0.9977625608444214,0.9976389408111572,relu,30,0.2,40,28,uniform,sigmoid,mean_squared_error,Adam
193,40,0.0009399213002779853,0.9984502196311951,0.9984554648399353,0.0007216127888224456,0.9988462924957275,0.9988471865653992,elu,60,0.0,40,34,uniform,softmax,mean_squared_error,Nadam
194,10,0.026599809638001206,0.990212082862854,0.8968817591667175,0.03165405653203522,0.989197313785553,0.8885356783866882,elu,128,0.1,10,28,normal,sigmoid,categorical_crossentropy,adadelta
195,50,0.000391884392181299,0.9994290471076965,0.9994295835494995,0.0004610446164719335,0.9992308616638184,0.9992136359214783,elu,30,0.0,50,10,normal,softmax,mean_squared_error,Nadam
196,40,0.0001659632894096539,0.999755322933197,0.9997561573982239,0.0002464406459936775,0.9995805025100708,0.9995808005332947,relu,60,0.0,40,22,uniform,softmax,mean_squared_error,Nadam
197,30,0.0025901619407844322,0.999102771282196,0.7675065398216248,0.005044051189907703,0.9984617829322815,0.7604684829711914,relu,30,0.1,30,28,normal,sigmoid,categorical_crossentropy,Adam
198,10,0.01058613381172503,0.9964926838874817,0.7008469700813293,0.015601232595451126,0.9946510791778564,0.7005581259727478,relu,60,0.1,10,28,normal,sigmoid,categorical_crossentropy,Nadam
199,60,0.00392047533685008,0.9991843104362488,0.9991850256919861,0.01188784916434273,0.9963291883468628,0.9963318109512329,relu,30,0.2,60,16,normal,softmax,categorical_crossentropy,Nadam
200,50,0.0016280484036542476,0.9978792667388916,0.9979651570320129,0.002513949859033269,0.9960145354270935,0.9960405230522156,relu,128,0.1,50,28,normal,softmax,mean_squared_error,adadelta
201,40,0.0008119000521080924,0.9986949563026428,0.9986581206321716,0.0013575234158655317,0.9977625608444214,0.9977631568908691,relu,60,0.1,40,22,uniform,softmax,mean_squared_error,Adam
202,50,0.0012878068096105577,0.9988580942153931,0.9985364675521851,0.001620524997135203,0.9978324770927429,0.9978514909744263,relu,60,0.0,50,34,normal,sigmoid,mean_squared_error,adadelta
203,10,0.0054298022505656325,0.9894779920578003,0.989464282989502,0.006394886656956058,0.9888127446174622,0.9888715744018555,relu,60,0.1,10,22,uniform,sigmoid,mean_squared_error,adadelta
204,60,0.0017175354674233434,0.9966557621955872,0.9967070817947388,0.0021937437319139858,0.9961893558502197,0.9962606430053711,elu,60,0.2,60,34,normal,softmax,mean_squared_error,adadelta
205,10,0.02075566757754001,0.9920065402984619,0.9919705986976624,0.026844644889997073,0.990420937538147,0.9904272556304932,elu,30,0.2,10,16,uniform,softmax,categorical_crossentropy,Adam
206,40,0.00014710678405949513,0.999755322933197,0.9997555613517761,0.00018353008471587524,0.9997203350067139,0.9997205138206482,relu,30,0.0,40,40,uniform,softmax,mean_squared_error,Adam
207,40,0.0006043084421258418,0.9991843104362488,0.9991869926452637,0.0009348571106140569,0.9984267950057983,0.9984279274940491,elu,60,0.0,40,40,uniform,softmax,mean_squared_error,Nadam
208,20,0.010600782915776813,0.996003270149231,0.9960163235664368,0.013209265187947714,0.9956998825073242,0.9956851601600647,elu,60,0.1,20,16,normal,softmax,categorical_crossentropy,Nadam
209,30,0.010991474204954233,0.9966557621955872,0.9966667890548706,0.012178702443256402,0.9966088533401489,0.9966279864311218,elu,60,0.0,30,16,uniform,softmax,categorical_crossentropy,adadelta
210,30,0.00807149274514754,0.9977977275848389,0.997802734375,0.013267109414294036,0.9957697987556458,0.9957796931266785,relu,128,0.2,30,40,uniform,softmax,categorical_crossentropy,adadelta
211,50,,0.35676997900009155,,,0.3498811423778534,,elu,60,0.2,50,28,normal,sigmoid,categorical_crossentropy,adadelta
212,10,0.033422554996575655,0.9872757196426392,0.7999565005302429,0.04415537331135035,0.9855614304542542,0.828019917011261,elu,128,0.2,10,16,normal,sigmoid,categorical_crossentropy,adadelta
213,50,0.004645884479254799,0.9985318183898926,0.9985366463661194,0.007860575029283971,0.9974828958511353,0.9974844455718994,elu,60,0.1,50,16,normal,softmax,categorical_crossentropy,Adam
214,60,0.0035407649618262034,0.9929853081703186,0.9930997490882874,0.0047192951195875335,0.9916095733642578,0.9916797876358032,relu,128,0.2,60,10,normal,softmax,mean_squared_error,Adam
215,10,0.033265658383839575,0.9877650737762451,0.8467921018600464,0.04009999674270843,0.9871346950531006,0.8333609700202942,elu,60,0.2,10,16,uniform,sigmoid,categorical_crossentropy,Adam
216,50,0.002966565948107309,0.9945350885391235,0.9945874214172363,0.003639859141199898,0.9936372637748718,0.9936342835426331,elu,128,0.2,50,16,normal,softmax,mean_squared_error,adadelta
217,20,0.01437875006110886,0.99535071849823,0.9952976703643799,0.015976819345200625,0.9948608875274658,0.9948891997337341,elu,128,0.0,20,10,normal,softmax,categorical_crossentropy,Nadam
218,10,0.004977587859070475,0.9907014966011047,0.9907318353652954,0.005980389881885481,0.9892672300338745,0.989337682723999,relu,60,0.1,10,16,normal,softmax,mean_squared_error,Adam
219,10,0.023901272725411135,0.9911908507347107,0.9912598133087158,0.031342147951345274,0.9889525771141052,0.9889926910400391,relu,60,0.1,10,16,normal,softmax,categorical_crossentropy,adadelta
220,20,0.003911737490105056,0.9927406311035156,0.9927923679351807,0.0047121934649441925,0.9917144179344177,0.9917476773262024,relu,128,0.1,20,22,normal,softmax,mean_squared_error,Adam
221,60,0.0013843391088732377,0.9978792667388916,0.9977644085884094,0.0016088068197298547,0.9977275729179382,0.9975925087928772,elu,128,0.0,60,22,normal,sigmoid,mean_squared_error,Adam
222,40,0.0006282528560063293,0.9990212321281433,0.9988977313041687,0.0010231696070452736,0.9983218908309937,0.9982706308364868,relu,30,0.1,40,28,uniform,sigmoid,mean_squared_error,Adam
223,50,0.0014797931725653943,0.9969820380210876,0.9969846606254578,0.0014426322785987115,0.9972381591796875,0.9972401261329651,elu,30,0.2,50,34,normal,softmax,mean_squared_error,Nadam
224,10,0.0025738961566710693,0.9951875805854797,0.9952024817466736,0.004064680275217938,0.9928681254386902,0.9928011298179626,relu,60,0.2,10,22,uniform,softmax,mean_squared_error,Nadam
225,40,0.011545939945280066,0.9958401322364807,0.995849609375,0.01983006063145716,0.9929730296134949,0.9929885864257812,relu,128,0.2,40,16,uniform,softmax,categorical_crossentropy,Adam
226,30,0.0042671060927431965,0.9986949563026428,0.626410186290741,0.004341413432860544,0.9986365437507629,0.6345863342285156,relu,60,0.0,30,16,uniform,sigmoid,categorical_crossentropy,Nadam
227,50,0.0018607252293384687,0.9966557621955872,0.9966571927070618,0.002657794271241291,0.9955251216888428,0.9955281615257263,elu,30,0.2,50,16,normal,softmax,mean_squared_error,adadelta
228,20,0.002655941636801422,0.9962479472160339,0.9962555766105652,0.0030637980971306693,0.9949308037757874,0.994885265827179,elu,128,0.0,20,40,normal,softmax,mean_squared_error,adadelta
229,40,0.0007262447708097194,0.9986949563026428,0.9986979365348816,0.001519489800453966,0.9973430037498474,0.9973660111427307,relu,128,0.2,40,22,uniform,softmax,mean_squared_error,Nadam
230,30,0.012061131088548983,0.9956769943237305,0.9956805109977722,0.018386744263627266,0.9941266775131226,0.9941478967666626,elu,30,0.2,30,10,normal,softmax,categorical_crossentropy,Adam
231,10,0.007489775358524544,0.9883360266685486,0.9879262447357178,0.007690682272575124,0.9889176487922668,0.9887491464614868,elu,128,0.0,10,16,normal,sigmoid,mean_squared_error,Adam
232,10,0.02186345932372811,0.9926590323448181,0.9927233457565308,0.023514146972911928,0.9926583766937256,0.9927151203155518,elu,60,0.0,10,22,normal,softmax,categorical_crossentropy,adadelta
233,60,0.002725884714125858,0.999347448348999,0.9993489384651184,0.00551487092893522,0.9980422258377075,0.998081624507904,relu,128,0.1,60,28,normal,softmax,categorical_crossentropy,Adam
234,40,0.0005926797507350155,1.0,1.0,0.0031808613765825578,0.9989511966705322,0.9989519119262695,relu,30,0.1,40,22,normal,softmax,categorical_crossentropy,Nadam
235,40,0.0011158478468861806,0.9986949563026428,0.9984515309333801,0.0017611372867930445,0.9971332550048828,0.9972555637359619,relu,30,0.1,40,40,normal,sigmoid,mean_squared_error,adadelta
236,20,0.006953486360814448,0.9973083138465881,0.9973105788230896,0.013212537708129394,0.9955251216888428,0.9955453872680664,elu,30,0.2,20,40,uniform,softmax,categorical_crossentropy,Adam
237,50,0.0003350507192030968,0.9994290471076965,0.9994295835494995,0.00035951633523914806,0.999440610408783,0.9994582533836365,relu,30,0.1,50,22,normal,softmax,mean_squared_error,Nadam
238,30,0.00806618780729974,0.9973899126052856,0.6416425704956055,0.009329523410384835,0.997308075428009,0.6594454050064087,relu,60,0.0,30,16,uniform,sigmoid,categorical_crossentropy,Adam
239,40,0.0013451445577407671,0.9995921850204468,0.9995925426483154,0.0035862472590289275,0.9990561008453369,0.9990566968917847,relu,30,0.2,40,34,normal,softmax,categorical_crossentropy,Adam
240,50,0.008986742408159167,0.9970636367797852,0.9970703125,0.013411383360327113,0.9955251216888428,0.9955877065658569,elu,128,0.1,50,22,uniform,softmax,categorical_crossentropy,adadelta
241,10,0.021786486875223297,0.9925774931907654,0.9926121234893799,0.02273388672693316,0.9929380416870117,0.992972195148468,relu,128,0.0,10,40,uniform,softmax,categorical_crossentropy,adadelta
242,10,0.007504454683050551,0.9976345896720886,0.997636616230011,0.009657862333048708,0.9972730875015259,0.9972388744354248,elu,30,0.0,10,22,normal,softmax,categorical_crossentropy,Nadam
243,20,0.0007859046605729376,0.9988580942153931,0.9987360835075378,0.0012047633968016894,0.997972309589386,0.9979564547538757,relu,30,0.0,20,34,uniform,sigmoid,mean_squared_error,Nadam
244,10,0.004689809600374438,0.9911908507347107,0.9911472201347351,0.00529128330112558,0.9913648366928101,0.9913447499275208,elu,128,0.1,10,40,normal,softmax,mean_squared_error,adadelta
245,50,0.0018315172748815658,0.9968189001083374,0.9964911937713623,0.003053748910903155,0.9949657320976257,0.9947007298469543,elu,128,0.2,50,22,uniform,sigmoid,mean_squared_error,Nadam
246,40,0.00047063518910118145,1.0,1.0,0.0016056821974687742,0.9995455145835876,0.9995458126068115,relu,30,0.1,40,34,normal,softmax,categorical_crossentropy,Nadam
247,10,0.0038164124430540296,0.9927406311035156,0.9928420782089233,0.00384895721682481,0.9936022758483887,0.9936221837997437,relu,60,0.0,10,10,normal,softmax,mean_squared_error,adadelta
248,30,0.002316347087591309,0.9995105862617493,0.9995110630989075,0.0019738031707276582,0.9995455145835876,0.9995458722114563,relu,30,0.0,30,34,normal,softmax,categorical_crossentropy,Adam
249,20,0.015623070660607849,0.9945350885391235,0.9944424033164978,0.0199488530764045,0.9937770962715149,0.9937520623207092,elu,128,0.1,20,28,normal,softmax,categorical_crossentropy,Adam
250,50,0.0028801755698589187,0.9991843104362488,0.6644142270088196,0.0023599690534335934,0.999440610408783,0.6559826731681824,relu,128,0.0,50,16,uniform,sigmoid,categorical_crossentropy,Nadam
251,40,0.0032906533928679215,0.9935562610626221,0.9936891198158264,0.003959881440540706,0.9939519166946411,0.9931632876396179,elu,60,0.1,40,22,uniform,sigmoid,mean_squared_error,adadelta
252,30,0.00583155415595203,0.9982055425643921,0.611011266708374,0.007364445193404549,0.9979023933410645,0.618763267993927,elu,30,0.0,30,34,normal,sigmoid,categorical_crossentropy,adadelta
253,60,0.0015184423508364509,0.9980424046516418,0.9973998665809631,0.002513123500723528,0.9959796071052551,0.9957137703895569,elu,128,0.2,60,40,normal,sigmoid,mean_squared_error,Adam
254,60,0.003114968348696941,0.9938009977340698,0.9940211772918701,0.0037113672847608743,0.9937421083450317,0.9938195943832397,relu,60,0.1,60,10,uniform,sigmoid,mean_squared_error,adadelta
255,30,0.003686913246973987,0.9932300448417664,0.9928335547447205,0.0043566163978102914,0.9926233887672424,0.9921872615814209,elu,60,0.1,30,16,normal,sigmoid,mean_squared_error,Adam
256,40,,0.35676997900009155,,,0.3498811423778534,,elu,128,0.1,40,28,uniform,sigmoid,categorical_crossentropy,Nadam
257,40,0.0016812224138627553,0.9968189001083374,0.9967014193534851,0.0017891709254604128,0.9969584941864014,0.9969194531440735,relu,30,0.0,40,10,uniform,sigmoid,mean_squared_error,Nadam
258,60,,0.35676997900009155,,,0.3498811423778534,,elu,30,0.1,60,28,uniform,sigmoid,categorical_crossentropy,Nadam
259,40,,0.35676997900009155,,,0.3498811423778534,,elu,30,0.0,40,34,uniform,sigmoid,categorical_crossentropy,Nadam
260,20,,0.35676997900009155,,,0.3498811423778534,,elu,30,0.1,20,28,normal,sigmoid,categorical_crossentropy,Nadam
261,20,0.007789447124239185,0.9984502196311951,0.9984537959098816,0.009746092966563792,0.9971332550048828,0.9971917867660522,relu,128,0.0,20,22,uniform,softmax,categorical_crossentropy,Nadam
262,40,0.0037805067306034565,0.9987764954566956,0.9988177418708801,0.00315351939635233,0.9986016154289246,0.998602569103241,relu,30,0.2,40,40,normal,softmax,categorical_crossentropy,Nadam
263,50,0.0016019001699895889,0.999347448348999,0.999347984790802,0.003980464014333722,0.9986016154289246,0.9986026287078857,relu,30,0.2,50,34,uniform,softmax,categorical_crossentropy,Adam
264,50,0.0009383776543431982,0.9979608654975891,0.9979676604270935,0.0013621220255750333,0.997412919998169,0.9974146485328674,elu,60,0.2,50,40,normal,softmax,mean_squared_error,Nadam
265,30,0.0005056035859608868,0.9995105862617493,0.999512255191803,0.001020021460691525,0.9984617829322815,0.9984022378921509,relu,60,0.1,30,28,normal,softmax,mean_squared_error,Adam
266,60,0.003724971857921692,0.9982871413230896,0.9982884526252747,0.0065783044888088485,0.9975528120994568,0.9975716471672058,elu,30,0.2,60,28,normal,softmax,categorical_crossentropy,Adam
267,60,0.0007540834853584982,0.9986949563026428,0.9986960291862488,0.0018052504299427698,0.9966088533401489,0.9965934157371521,relu,30,0.2,60,16,normal,softmax,mean_squared_error,Adam
268,50,,0.35676997900009155,,,0.3498811423778534,,relu,30,0.1,50,34,normal,sigmoid,categorical_crossentropy,Nadam
269,40,0.0004893979454933565,0.9992659091949463,0.999266505241394,0.000773533599140705,0.998776376247406,0.9987773299217224,elu,30,0.0,40,34,uniform,softmax,mean_squared_error,Nadam
270,60,,0.35676997900009155,,,0.3498811423778534,,relu,30,0.0,60,40,uniform,sigmoid,categorical_crossentropy,Adam
271,40,0.0025155786060778325,0.995106041431427,0.995121955871582,0.0033076355044251546,0.9941965937614441,0.9942337870597839,elu,60,0.2,40,10,normal,softmax,mean_squared_error,Adam
272,10,0.01756972204445638,0.9941272139549255,0.9941456913948059,0.02324566871808927,0.992448627948761,0.9924523830413818,relu,60,0.1,10,34,uniform,softmax,categorical_crossentropy,adadelta
273,60,0.0022467931307894808,0.9995921850204468,0.9995930790901184,0.0026079408750416468,0.999335765838623,0.9993373155593872,relu,128,0.0,60,28,uniform,softmax,categorical_crossentropy,Adam
274,50,0.0022617475280832943,0.9969004988670349,0.9968667030334473,0.0023171114264825265,0.9966088533401489,0.9965028166770935,relu,128,0.0,50,10,uniform,softmax,mean_squared_error,Adam
275,10,0.006181270309509694,0.9879282116889954,0.9878866672515869,0.0062746956303115055,0.9893721342086792,0.9893956780433655,elu,128,0.2,10,22,normal,softmax,mean_squared_error,adadelta
276,50,0.0008975230074968143,0.9989396333694458,0.998943030834198,0.0014338637152384974,0.9976227283477783,0.9976235032081604,relu,60,0.1,50,34,normal,softmax,mean_squared_error,adadelta
277,40,0.0018578867297140249,0.9963295459747314,0.9960174560546875,0.002180905869429477,0.9966787695884705,0.9960916042327881,elu,60,0.1,40,16,uniform,sigmoid,mean_squared_error,Nadam
278,10,0.005098825548798283,0.9902936220169067,0.990391194820404,0.00570430749750025,0.9904558658599854,0.990477442741394,elu,128,0.2,10,16,normal,softmax,mean_squared_error,Nadam
279,30,0.0023784860038882747,0.9992659091949463,0.999266505241394,0.005897715131113954,0.9980772137641907,0.9980608224868774,relu,30,0.1,30,22,uniform,softmax,categorical_crossentropy,Adam
280,60,0.0036242630401076247,0.9990212321281433,0.40583086013793945,0.00312691920688536,0.99919593334198,0.4219258427619934,relu,128,0.0,60,22,normal,sigmoid,categorical_crossentropy,Adam
281,50,0.001183828681133824,0.9980424046516418,0.9980053901672363,0.001973931269369375,0.9964690208435059,0.9963990449905396,relu,30,0.2,50,16,normal,sigmoid,mean_squared_error,Adam
282,10,0.00784798570344381,0.9969820380210876,0.8185452222824097,0.012750247030333721,0.9949657320976257,0.7694283723831177,relu,30,0.1,10,22,uniform,sigmoid,categorical_crossentropy,Nadam
283,20,0.012727698080895354,0.9954323172569275,0.9954472184181213,0.013885098170337867,0.9954202175140381,0.9954574704170227,elu,60,0.1,20,28,normal,softmax,categorical_crossentropy,Adam
284,10,0.01874771808472737,0.9936378598213196,0.7243403792381287,0.024078385181487475,0.9914697408676147,0.7143504023551941,relu,60,0.1,10,40,uniform,sigmoid,categorical_crossentropy,adadelta
285,60,0.0016859377460244629,0.9969004988670349,0.9969431757926941,0.001953064335228477,0.9968186020851135,0.9968379735946655,elu,30,0.1,60,22,uniform,softmax,mean_squared_error,adadelta
286,40,0.0016921548532913915,0.9970636367797852,0.9970732927322388,0.001815088513919262,0.9970983266830444,0.997169017791748,elu,60,0.0,40,22,uniform,softmax,mean_squared_error,adadelta
287,50,0.00023222080163481947,0.999755322933197,0.9996726512908936,0.0004485666474214193,0.9992308616638184,0.9991629719734192,elu,30,0.0,50,34,normal,sigmoid,mean_squared_error,Nadam
288,10,0.017996658621200923,0.9938009977340698,0.9937505125999451,0.02388085622618887,0.9923437237739563,0.9924479126930237,elu,128,0.2,10,40,normal,softmax,categorical_crossentropy,Nadam
289,50,0.0010187873981375244,0.9984502196311951,0.9984515905380249,0.0011730801461437956,0.9982170462608337,0.9982165098190308,elu,30,0.0,50,22,normal,softmax,mean_squared_error,adadelta
290,10,0.030736196309679033,0.9885807633399963,0.7927631735801697,0.039985594792111015,0.9867151379585266,0.8224818706512451,elu,60,0.2,10,16,normal,sigmoid,categorical_crossentropy,Adam
291,50,0.0005412251062380748,0.999102771282196,0.9991057515144348,0.0004355386249187797,0.9993706941604614,0.9993712306022644,elu,60,0.0,50,40,uniform,softmax,mean_squared_error,Nadam
